tokens,tokens_str,label
"['impact', 'climate_change', 'environment', 'biosphere', 'biodiversity', 'become', 'evident', 'recent_years', 'human_activities', 'increased', 'atmospheric', 'concentrations', 'carbon_dioxide', 'co2', 'greenhouse_gases', 'change', 'climate', 'correlated', 'global_warming', 'affects', 'quantity', 'intensity', 'frequency', 'precipitation', 'type', 'well', 'frequency', 'extreme_events', 'heat_waves', 'droughts', 'thunderstorms', 'floods', 'hurricanes', 'respiratory', 'health', 'particularly', 'affected', 'climate_change', 'contributes', 'development', 'allergic', 'respiratory_diseases', 'asthma', 'pollen', 'mold', 'allergens', 'able', 'trigger', 'release', 'proinflammatory', 'immunomodulatory', 'mediators', 'accelerate', 'onset', 'igemediated', 'sensitization', 'allergy', 'allergy', 'pollen', 'pollen', 'season', 'beginning', 'duration', 'intensity', 'altered', 'climate_change', 'showed', 'plants', 'exhibit', 'enhanced', 'photosynthesis', 'reproductive', 'effects', 'produce', 'pollen', 'response', 'high', 'atmospheric', 'levels', 'carbon_dioxide', 'co2', 'mold', 'proliferation', 'increased', 'floods', 'rainy', 'storms', 'responsible', 'severe', 'asthma', 'pollen', 'mold', 'allergy', 'generally', 'used', 'evaluate', 'interrelation', 'air_pollution', 'allergic', 'respiratory_diseases', 'rhinitis', 'asthma', 'thunderstorms', 'pollen_seasons', 'cause', 'exacerbation', 'respiratory', 'allergy', 'asthma', 'patients', 'hay', 'fever', 'similar', 'phenomenon', 'observed', 'molds', 'measures', 'reduce_greenhouse', 'gas_emissions', 'positive', 'health', 'benefits']",impact climate_change environment biosphere biodiversity become evident recent_years human_activities increased atmospheric concentrations carbon_dioxide co2 greenhouse_gases change climate correlated global_warming affects quantity intensity frequency precipitation type well frequency extreme_events heat_waves droughts thunderstorms floods hurricanes respiratory health particularly affected climate_change contributes development allergic respiratory_diseases asthma pollen mold allergens able trigger release proinflammatory immunomodulatory mediators accelerate onset igemediated sensitization allergy allergy pollen pollen season beginning duration intensity altered climate_change showed plants exhibit enhanced photosynthesis reproductive effects produce pollen response high atmospheric levels carbon_dioxide co2 mold proliferation increased floods rainy storms responsible severe asthma pollen mold allergy generally used evaluate interrelation air_pollution allergic respiratory_diseases rhinitis asthma thunderstorms pollen_seasons cause exacerbation respiratory allergy asthma patients hay fever similar phenomenon observed molds measures reduce_greenhouse gas_emissions positive health benefits,academic
"['background', 'climate_change', 'recognized', 'one', 'biggest', 'threats', 'biggest', 'opportunities', 'global', 'health', '21st_century', 'trend', 'seeks', 'assess', 'characterize', 'amount', 'type', 'scientific', 'link', 'climate_change', 'human_health', 'design', 'tracked', 'use', 'climaterelated', 'terms', 'cooccurrence', 'health', 'terms', 'years', 'since', 'first', 'intergovernmental_panel', 'climate_change', 'ipcc', 'report', '1990', '2014', 'two', 'scientific', 'databases', 'ipcc', 'reports', 'investigated', 'trends', 'number', 'publications', 'health', 'climate_change', 'time', 'nature', 'health', 'impact', 'geographic', 'area', 'compared', 'scientific', 'production', 'health', 'field', 'sectors', 'climate_change', 'impact', 'number', 'publications', 'extremely', 'low', 'databases', '1990', '325', '1004', 'respectively', 'around', '2006', '1332', '4319', 'respectively', 'since', 'increased', 'exponentially', 'recent_years', '6079', '17395', 'respectively', '2014', 'however', 'number', 'climate_change', 'papers', 'regarding', 'health', 'still', 'half', 'sectors', 'certain', 'health', 'impacts', 'particularly', 'malnutrition', 'noncommunicable_diseases', 'ncds', 'remain', 'substantially', 'understudied', 'approximately', 'twothirds', 'carried', 'oecd_countries', 'organization', 'economic', 'cooperation', 'development', 'predominantly', 'europe', 'north_america', 'conclusions', 'clear', 'need', 'links', 'climate_change', 'health', 'pertains', 'particularly', 'countries', 'health', 'mostly', 'affected', 'capacity_adapt', 'least', 'specific', 'undertreated', 'topics', 'ncds', 'malnutrition', 'mental_health', 'gain', 'priority', 'deserve', 'funding', 'agencies', 'invited', 'take', 'note', 'establish', 'calls', 'proposals', 'accordingly', 'raising', 'interest', 'area', 'young', 'scientists', 'remains', 'challenge', 'lead', 'innovative', 'courses', 'large', 'audiences', 'massive', 'open', 'online', 'courses']",background climate_change recognized one biggest threats biggest opportunities global health 21st_century trend seeks assess characterize amount type scientific link climate_change human_health design tracked use climaterelated terms cooccurrence health terms years since first intergovernmental_panel climate_change ipcc report 1990 2014 two scientific databases ipcc reports investigated trends number publications health climate_change time nature health impact geographic area compared scientific production health field sectors climate_change impact number publications extremely low databases 1990 325 1004 respectively around 2006 1332 4319 respectively since increased exponentially recent_years 6079 17395 respectively 2014 however number climate_change papers regarding health still half sectors certain health impacts particularly malnutrition noncommunicable_diseases ncds remain substantially understudied approximately twothirds carried oecd_countries organization economic cooperation development predominantly europe north_america conclusions clear need links climate_change health pertains particularly countries health mostly affected capacity_adapt least specific undertreated topics ncds malnutrition mental_health gain priority deserve funding agencies invited take note establish calls proposals accordingly raising interest area young scientists remains challenge lead innovative courses large audiences massive open online courses,academic
"['quantified', 'impacts', 'climate_change', 'human_health', 'undernourishment', 'using', 'two', 'economic', 'measures', 'first', 'changes', 'morbidity_mortality', 'due', 'nine', 'diseases', 'caused', 'underweight', 'child', 'analyzed', 'using', 'computable', 'general', 'equilibrium', 'cge', 'model', 'changes', 'labor_force', 'population', 'demands', 'healthcare', 'taken', 'consideration', 'second', 'changes', 'mortality', 'taken', 'cge', 'simulation', 'assessed', 'economically', 'value', 'lives', 'lost', 'willingness', 'pay', 'reduce', 'risk', 'model', 'uncertainties', 'future', 'crop_yields', 'climate', 'conditions', 'considered', 'using', 'future', 'projections', 'six', 'global', 'crop', 'models', 'five', 'global', 'climate', 'models', 'found', 'economic_valuation', 'healthy', 'lives', 'lost', 'due', 'undernourishment', 'climate_change', 'equivalent', 'global', 'gross_domestic', 'product_gdp', 'regionally', 'heterogeneous', 'ranging', 'regional', 'gdp', '2100', 'contrast', 'actual', 'economic', 'losses', 'effects', 'additional', 'health', 'expenditure', 'decrease', 'labor_force', 'due', 'undernourishment', 'resulting', 'climate_change', 'corresponded', 'change', 'gdp', 'change', 'household', 'consumption', 'respectively', 'global', 'level']",quantified impacts climate_change human_health undernourishment using two economic measures first changes morbidity_mortality due nine diseases caused underweight child analyzed using computable general equilibrium cge model changes labor_force population demands healthcare taken consideration second changes mortality taken cge simulation assessed economically value lives lost willingness pay reduce risk model uncertainties future crop_yields climate conditions considered using future projections six global crop models five global climate models found economic_valuation healthy lives lost due undernourishment climate_change equivalent global gross_domestic product_gdp regionally heterogeneous ranging regional gdp 2100 contrast actual economic losses effects additional health expenditure decrease labor_force due undernourishment resulting climate_change corresponded change gdp change household consumption respectively global level,academic
"['asia', 'pacific_region', 'regarded', 'disasterprone', 'area', 'world', 'since', '2000', 'billion_people', 'exposed', 'hydrometeorological', 'hazards', 'alone', '1215', 'disaster', 'events', 'impacts', 'climate_change', 'meteorological', 'phenomena', 'environmental', 'consequences', 'well', 'documented', 'however', 'impacts', 'health', 'elusive', 'nevertheless', 'climate_change', 'believed', 'alter', 'weather_patterns', 'regional', 'scale', 'giving', 'rise', 'extreme_weather', 'events', 'impacts', 'extreme_weather', 'events', 'definitely', 'acute', 'traumatic', 'nature', 'leading', 'deaths', 'injuries', 'well', 'debilitating', 'fatal', 'communicable_diseases', 'extreme_weather', 'events', 'include', 'heat_waves', 'cold', 'waves', 'floods_droughts', 'hurricanes', 'tropical', 'cyclones', 'heavy', 'rain', 'snowfalls', 'globally', 'within', '20year', 'period', '1993', '2012', '530', '000', 'people', 'died', 'direct', 'result', 'almost', '000', 'extreme_weather', 'events', 'losses', 'us25', 'trillion', 'purchasing', 'power', 'parity']",asia pacific_region regarded disasterprone area world since 2000 billion_people exposed hydrometeorological hazards alone 1215 disaster events impacts climate_change meteorological phenomena environmental consequences well documented however impacts health elusive nevertheless climate_change believed alter weather_patterns regional scale giving rise extreme_weather events impacts extreme_weather events definitely acute traumatic nature leading deaths injuries well debilitating fatal communicable_diseases extreme_weather events include heat_waves cold waves floods_droughts hurricanes tropical cyclones heavy rain snowfalls globally within 20year period 1993 2012 530 000 people died direct result almost 000 extreme_weather events losses us25 trillion purchasing power parity,academic
"['coverage', 'climate_change', 'popular', 'press', 'relatively', 'little_attention', 'paid', 'one', 'aspect', 'mental_health', 'rising', 'seawaters', 'increasingly', 'strong', 'storms', 'ferocious', 'droughts', 'caused', 'climate_change', 'devastating', 'physical', 'infrastructure', 'also', 'affect', 'human', 'beings', 'ways', 'well', 'people', 'lose', 'homes', 'jobs', 'family', 'members', 'communities', 'researchers', 'found', 'climate_change', 'cause', 'posttraumatic_stress', 'disorder', 'ptsd', 'trauma', 'displacement', 'extreme_weather', 'events', 'hurricane', 'katrina', 'also', 'pretraumatic', 'stress_disorder', 'moderate', 'extreme', 'anxiety', 'looming', 'crisis', 'describes', 'effects', 'vulnerable', 'social', 'factors', 'involved', 'offers', 'suggestions', 'possible', 'solutions']",coverage climate_change popular press relatively little_attention paid one aspect mental_health rising seawaters increasingly strong storms ferocious droughts caused climate_change devastating physical infrastructure also affect human beings ways well people lose homes jobs family members communities researchers found climate_change cause posttraumatic_stress disorder ptsd trauma displacement extreme_weather events hurricane katrina also pretraumatic stress_disorder moderate extreme anxiety looming crisis describes effects vulnerable social factors involved offers suggestions possible solutions,academic
"['waterrelated', 'impacts', 'due', 'change', 'climatic_conditions', 'ranging', 'water_scarcity', 'intense', 'floods', 'storms', 'increasing', 'developing_countries', 'like', 'pakistan', 'water_quality', 'waterborne_diseases', 'like', 'hepatitis', 'cholera', 'typhoid', 'malaria_dengue', 'fever', 'increasing', 'due', 'chaotic', 'urbanization', 'industrialization', 'poor', 'hygienic', 'conditions', 'inappropriate', 'water', 'management', 'morbidity', 'rate', 'high', 'due', 'lack', 'health_care', 'facilities', 'especially', 'developing_countries', 'organizations', 'linked', 'government', 'pakistan', 'ministry', 'environment', 'ministry', 'climate_change', 'planning', 'development', 'ministry', 'forest', 'irrigation', 'public_health', 'pakistan', 'meteorological', 'department', 'national', 'disaster', 'management', 'pakistan', 'agricultural', 'centre', 'pakistan', 'council', 'water_resources', 'global', 'change', 'impact', 'centre', 'united', 'nation', 'organizations', 'provincial', 'government', 'departments', 'nongovernmental', 'organizations', 'global', 'facility', 'disaster', 'reduction', 'centers', 'linked', 'universities', 'international', 'organizations', 'international', 'institute', 'sustainable_development', 'food', 'agriculture', 'global', 'climate', 'fund', 'world_bank', 'trying', 'reduce', 'waterrelated', 'impacts', 'climate_change', 'due', 'lack', 'public', 'awareness', 'health_care', 'infrastructure', 'death', 'rate', 'steadily', 'increasing', 'critically', 'reviews', 'scientific', 'reports', 'national_international', 'level', 'benefiting', 'generalists', 'concerned', 'environmental', 'public_health', 'challenges', 'article', 'underlines', 'urgent_need', 'water', 'conservation', 'risk_management', 'development', 'mitigation_measures', 'cope', 'waterrelated', 'impacts', 'climate_change', 'agriculture', 'subsequently', 'public_health', 'novel', 'solutions', 'bioremediation', 'methods', 'presented', 'control', 'environmental', 'pollution', 'promote', 'awareness', 'among', 'scientific', 'community', 'focus', 'diverse', 'strategies', 'handle', 'forthcoming', 'challenges', 'water_resources', 'management']",waterrelated impacts due change climatic_conditions ranging water_scarcity intense floods storms increasing developing_countries like pakistan water_quality waterborne_diseases like hepatitis cholera typhoid malaria_dengue fever increasing due chaotic urbanization industrialization poor hygienic conditions inappropriate water management morbidity rate high due lack health_care facilities especially developing_countries organizations linked government pakistan ministry environment ministry climate_change planning development ministry forest irrigation public_health pakistan meteorological department national disaster management pakistan agricultural centre pakistan council water_resources global change impact centre united nation organizations provincial government departments nongovernmental organizations global facility disaster reduction centers linked universities international organizations international institute sustainable_development food agriculture global climate fund world_bank trying reduce waterrelated impacts climate_change due lack public awareness health_care infrastructure death rate steadily increasing critically reviews scientific reports national_international level benefiting generalists concerned environmental public_health challenges article underlines urgent_need water conservation risk_management development mitigation_measures cope waterrelated impacts climate_change agriculture subsequently public_health novel solutions bioremediation methods presented control environmental pollution promote awareness among scientific community focus diverse strategies handle forthcoming challenges water_resources management,academic
"['public_health', 'authorities', 'required', 'prepare', 'future', 'threats', 'need', 'predictions', 'likely', 'impact', 'climate_change', 'public_health', 'risks', 'may', 'get', 'overwhelmed', 'volume', 'heterogeneous', 'information', 'scientific', 'articles', 'risk', 'relying', 'purely', 'public', 'opinion', 'articles', 'focus', 'mainly', 'global_warming', 'trends', 'leave', 'many', 'relevant', 'factors', 'current', 'discuss', 'various', 'scientific', 'approaches', 'investigating', 'climate_change', 'possible', 'impact', 'public_health', 'discuss', 'different', 'roles', 'functions', 'unraveling', 'complexity', 'subject', 'objective', 'available', 'make', 'predictions', 'certain', 'diseases', 'countries', 'rather', 'evaluate', 'applicability', 'scientific', 'articles', 'climate_change', 'evidencebased', 'public_health', 'decisions', 'context', 'mosquito', 'borne', 'diseases', 'identify', 'common', 'pitfalls', 'watch', 'assessing', 'scientific', 'impact', 'climate_change', 'human_health', 'aim', 'provide', 'guidance', 'plethora', 'scientific', 'papers', 'views', 'impact', 'climate_change', 'human_health', 'new', 'subject', 'well', 'remind', 'public_health', 'experts', 'multifactorial', 'multidisciplinary', 'character']",public_health authorities required prepare future threats need predictions likely impact climate_change public_health risks may get overwhelmed volume heterogeneous information scientific articles risk relying purely public opinion articles focus mainly global_warming trends leave many relevant factors current discuss various scientific approaches investigating climate_change possible impact public_health discuss different roles functions unraveling complexity subject objective available make predictions certain diseases countries rather evaluate applicability scientific articles climate_change evidencebased public_health decisions context mosquito borne diseases identify common pitfalls watch assessing scientific impact climate_change human_health aim provide guidance plethora scientific papers views impact climate_change human_health new subject well remind public_health experts multifactorial multidisciplinary character,academic
"['extreme_heat', 'events', 'frequent', 'many_parts', 'world', 'result', 'climate_change', 'combined', 'effects', 'heat', 'air_pollution', 'individual', 'age', 'socioeconomic', 'health', 'status', 'responsible', 'avoidable', 'acute', 'events', 'cardiovascular_disease', 'need', 'considered', 'order', 'prevent', 'treat', 'cardiovascular', 'diseases', 'effectively']",extreme_heat events frequent many_parts world result climate_change combined effects heat air_pollution individual age socioeconomic health status responsible avoidable acute events cardiovascular_disease need considered order prevent treat cardiovascular diseases effectively,academic
"['climate_change', 'health', 'threat', 'less', 'consequential', 'cigarette', 'smoking', 'increased', 'concentrations', 'greenhouse_gases', 'especially', 'co₂', 'earths', 'atmosphere', 'already', 'warmed', 'planet', 'substantially', 'causing', 'severe', 'prolonged', 'heat_waves', 'temperature', 'variability', 'air_pollution', 'forest', 'fires', 'droughts', 'floods', 'put', 'respiratory', 'health', 'risk', 'changes', 'climate', 'air_quality', 'substantially', 'increase', 'respiratory', 'morbidity_mortality', 'patients', 'common', 'chronic', 'lung', 'diseases', 'asthma', 'copd', 'serious', 'lung', 'diseases', 'physicians', 'vital', 'role', 'addressing', 'climate_change', 'tobacco', 'communicating', 'climate_change', 'serious', 'remediable', 'hazard', 'patients']",climate_change health threat less consequential cigarette smoking increased concentrations greenhouse_gases especially co₂ earths atmosphere already warmed planet substantially causing severe prolonged heat_waves temperature variability air_pollution forest fires droughts floods put respiratory health risk changes climate air_quality substantially increase respiratory morbidity_mortality patients common chronic lung diseases asthma copd serious lung diseases physicians vital role addressing climate_change tobacco communicating climate_change serious remediable hazard patients,academic
"['background', '2008', 'world', 'health_organization', 'member_states', 'passed', 'world', 'health', 'assembly', 'resolution', 'identified', 'following', 'five', 'priority', 'areas', 'pilot', 'projects', 'climate_change', 'human_health', 'health', 'vulnerability', 'health', 'protection', 'health', 'impacts', 'mitigation_adaptation', 'policies', 'decisionsupport', 'tools', 'costs', 'health', 'protection', 'climate_change', 'objectives', 'assess', 'extent', 'recently', 'corresponds', 'priorities', 'undertook', 'scoping', 'original', 'climate_change', 'human_health', 'scoping', 'reviews', 'address', 'topics', 'broad', 'systematic', 'commonly', 'aim', 'identify', 'gaps', 'existing', 'also', 'assessed', 'recent', 'publication', 'trends', 'climate_change', 'health', 'methods', 'searched', 'original', 'quantitative', '2008', 'onward', 'included', 'disease_burden', 'specific', 'climate_change', 'health', 'included', 'intervention', 'focused', 'climate_change', 'measured', 'health_outcomes', 'used', 'medline', 'embase', 'web_science', 'databases', 'extracted', 'priority', 'areas', 'geographic', 'regions', 'health', 'fields', 'equity', 'systematic', 'differences', 'advantaged', 'disadvantaged', 'social', 'groups', 'discussion', 'identified', 'eligible', 'compared', 'health', 'topics', 'number', 'climate_change', 'publications', 'grown', 'rapidly', 'larger', 'proportion', 'reviews', 'editorials', 'recent', 'original', 'addressed', 'four', 'five', 'priority', 'areas', 'identified', 'member_states', 'found', 'eligible', 'health', 'adaptation', 'interventions', 'focused', 'highincome_countries', 'conclusions', 'climate_change', 'health', 'rapidly', 'growing', 'area', 'quantitative', 'remain', 'rare', 'among', 'recently', 'found', 'gaps', 'adaptation', 'deficit', 'developing', 'regions', 'funders', 'researchers', 'monitor', 'respond', 'gaps', 'help', 'ensure', 'needs', 'policymakers', 'met']",background 2008 world health_organization member_states passed world health assembly resolution identified following five priority areas pilot projects climate_change human_health health vulnerability health protection health impacts mitigation_adaptation policies decisionsupport tools costs health protection climate_change objectives assess extent recently corresponds priorities undertook scoping original climate_change human_health scoping reviews address topics broad systematic commonly aim identify gaps existing also assessed recent publication trends climate_change health methods searched original quantitative 2008 onward included disease_burden specific climate_change health included intervention focused climate_change measured health_outcomes used medline embase web_science databases extracted priority areas geographic regions health fields equity systematic differences advantaged disadvantaged social groups discussion identified eligible compared health topics number climate_change publications grown rapidly larger proportion reviews editorials recent original addressed four five priority areas identified member_states found eligible health adaptation interventions focused highincome_countries conclusions climate_change health rapidly growing area quantitative remain rare among recently found gaps adaptation deficit developing regions funders researchers monitor respond gaps help ensure needs policymakers met,academic
"['climate_change', 'wellrecognized', 'threat', 'human_health', 'impacts', 'every', 'organ', 'system', 'implications', 'disease', 'processes', 'across', 'subspecialties', 'climatedriven', 'environmental', 'exposures', 'influence', 'pathophysiologic', 'underpinnings', 'disease', 'emphasized', 'preclinical', 'years', 'medical_school', 'medical', 'schools', 'beginning', 'offer', 'climate_change', 'health', 'electives', 'medical_education', 'lagging', 'providing', 'fundamental', 'climateandhealth', 'content', 'adequately', 'prepare', 'next', 'generation', 'physicians', 'challenges', 'face', 'provision', 'healthcare', 'prevention', 'treatment', 'disease', 'perspective', 'piece', 'highlights', 'unique', 'role', 'medical_students', 'catalyzing', 'incorporation', 'climate', 'content', 'preclinical', 'medical_school', 'curriculum', 'provides', 'topics', 'disseminated', 'curricular', 'integration', 'concepts', 'emphasized', 'preclinical', 'years', 'medical_education']",climate_change wellrecognized threat human_health impacts every organ system implications disease processes across subspecialties climatedriven environmental exposures influence pathophysiologic underpinnings disease emphasized preclinical years medical_school medical schools beginning offer climate_change health electives medical_education lagging providing fundamental climateandhealth content adequately prepare next generation physicians challenges face provision healthcare prevention treatment disease perspective piece highlights unique role medical_students catalyzing incorporation climate content preclinical medical_school curriculum provides topics disseminated curricular integration concepts emphasized preclinical years medical_education,academic
"['climate_change', 'causing', 'increases', 'temperature', 'changes', 'precipitation', 'extreme_weather', 'events', 'sealevel', 'rise', 'environmental', 'impacts', 'also', 'causing', 'contributing', 'heatrelated', 'disorders', 'respiratory', 'allergic', 'disorders', 'infectious_diseases', 'malnutrition', 'due', 'food_insecurity', 'mental_health', 'disorders', 'addition', 'increasing', 'indicates', 'climate_change', 'causally', 'collective', 'violence', 'generally', 'combination', 'causal', 'factors', 'increased', 'temperatures', 'extremes', 'precipitation', 'consequences', 'including', 'resultant', 'scarcity', 'cropland', 'key', 'environmental', 'resources', 'major', 'pathways', 'climate_change', 'leads', 'collective', 'violence', 'public_health', 'professionals', 'help', 'prevent', 'collective', 'violence', 'due', 'climate_change', 'supporting', 'mitigation_measures', 'reduce_greenhouse', 'gas_emissions', 'promoting', 'adaptation_measures', 'address', 'consequences', 'climate_change', 'improve', 'community', 'resilience', 'addressing', 'underlying', 'risk_factors', 'collective', 'violence', 'poverty', 'socioeconomic', 'disparities']",climate_change causing increases temperature changes precipitation extreme_weather events sealevel rise environmental impacts also causing contributing heatrelated disorders respiratory allergic disorders infectious_diseases malnutrition due food_insecurity mental_health disorders addition increasing indicates climate_change causally collective violence generally combination causal factors increased temperatures extremes precipitation consequences including resultant scarcity cropland key environmental resources major pathways climate_change leads collective violence public_health professionals help prevent collective violence due climate_change supporting mitigation_measures reduce_greenhouse gas_emissions promoting adaptation_measures address consequences climate_change improve community resilience addressing underlying risk_factors collective violence poverty socioeconomic disparities,academic
"['climate_variability', 'heavily', 'impacting', 'human_health', 'around', 'globe', 'particular', 'residents', 'developing_countries', 'impacts', 'surface', 'water', 'groundwater', 'resources', 'waterrelated', 'illnesses', 'increasing', 'especially', 'changing', 'climate', 'scenarios', 'diversity', 'rainfall_patterns', 'increasing', 'temperature', 'flash', 'floods', 'severe', 'droughts', 'heatwaves', 'heavy', 'precipitation', 'emerging', 'waterrelated', 'diseases', 'dengue_fever', 'chikungunya', 'reappearing', 'impacting', 'life', 'deprived', 'provision', 'safe_water', 'health_care', 'great', 'demand', 'developing_countries', 'combat', 'spread_infectious', 'diseases', 'government', 'academia', 'private', 'water', 'bodies', 'conducting', 'water_quality', 'surveys', 'providing', 'health_care', 'facilities', 'still', 'need', 'improve', 'present', 'strategies', 'concerning', 'water', 'treatment', 'management', 'well', 'governance', 'climate_change', 'pattern', 'risks', 'waterrelated', 'diseases', 'developing_countries', 'particular', 'focus', 'pakistan', 'novel', 'methods', 'controlling', 'waterborne', 'waterrelated', 'diseases', 'discussed', 'important', 'public_health', 'care', 'particularly', 'developing_countries', 'policy_makers', 'researchers', 'working', 'area', 'climate_change', 'water_quality', 'risk_assessment']",climate_variability heavily impacting human_health around globe particular residents developing_countries impacts surface water groundwater resources waterrelated illnesses increasing especially changing climate scenarios diversity rainfall_patterns increasing temperature flash floods severe droughts heatwaves heavy precipitation emerging waterrelated diseases dengue_fever chikungunya reappearing impacting life deprived provision safe_water health_care great demand developing_countries combat spread_infectious diseases government academia private water bodies conducting water_quality surveys providing health_care facilities still need improve present strategies concerning water treatment management well governance climate_change pattern risks waterrelated diseases developing_countries particular focus pakistan novel methods controlling waterborne waterrelated diseases discussed important public_health care particularly developing_countries policy_makers researchers working area climate_change water_quality risk_assessment,academic
"['nexus', 'covid19', 'climate_change', 'far', 'brought', 'attention', 'shortterm', 'greenhouse_gas', 'ghg', 'emissions', 'reductions', 'public_health', 'responses', 'clean', 'recovery', 'stimulus', 'packages', 'take', 'holistic', 'making', 'five', 'broad', 'comparisons', 'crises', 'five', 'lessons', 'climate_change', 'mitigation', 'policy', 'first', 'delay', 'costly', 'second', 'policy', 'design', 'must', 'overcome', 'biases', 'human', 'judgment', 'third', 'inequality', 'exacerbated', 'without', 'timely', 'action', 'fourth', 'global', 'problems', 'require', 'multiple', 'forms', 'international', 'cooperation', 'fifth', 'transparency', 'normative', 'positions', 'needed', 'navigate', 'value', 'judgments', 'sciencepolicy', 'interface', 'learning', 'policy', 'challenges', 'covid19', 'crisis', 'could', 'enhance', 'efforts', 'reduce', 'ghg', 'emissions', 'prepare', 'humanity', 'future', 'crises']",nexus covid19 climate_change far brought attention shortterm greenhouse_gas ghg emissions reductions public_health responses clean recovery stimulus packages take holistic making five broad comparisons crises five lessons climate_change mitigation policy first delay costly second policy design must overcome biases human judgment third inequality exacerbated without timely action fourth global problems require multiple forms international cooperation fifth transparency normative positions needed navigate value judgments sciencepolicy interface learning policy challenges covid19 crisis could enhance efforts reduce ghg emissions prepare humanity future crises,academic
"['climate_change', 'burgeoning', 'public_health', 'concern', 'implications', 'chronic', 'health', 'conditions', 'nutrition', 'food_security', 'food_water', 'vectorborne_diseases', 'social', 'disruption', 'injuries', 'displacement', 'death', 'extreme', 'weather1', 'climate_change', 'contributing', 'health', 'disparities', 'united_states', 'disproportionate', 'impact', 'lowincome', 'individuals_communities', 'color', 'higher', 'vulnerability', 'chronic', 'health', 'conditions1', 'moreover', 'vulnerabilities', 'cooccur', 'public_health', 'online', 'ahead', 'print', 'october', '2017', 'e1e2', 'doi102105ajph2017304044']",climate_change burgeoning public_health concern implications chronic health conditions nutrition food_security food_water vectorborne_diseases social disruption injuries displacement death extreme weather1 climate_change contributing health disparities united_states disproportionate impact lowincome individuals_communities color higher vulnerability chronic health conditions1 moreover vulnerabilities cooccur public_health online ahead print october 2017 e1e2 doi102105ajph2017304044,academic
"['background', 'climate_change', 'burden', 'noncommunicable_diseases', 'major', 'global', 'challenges', 'opportunities', 'exist', 'investigate', 'health', 'climate_change', 'cobenefits', 'shift', 'motorized', 'active_transport', 'walking_cycling', 'shift', 'dietary', 'patterns', 'away', 'globalized', 'diet', 'reduced', 'consumption', 'meat', 'energy', 'dense', 'foods', 'given', 'ubiquitous', 'use', 'proliferation', 'smartphone', 'apps', 'opportunity', 'exists', 'use', 'technology', 'capture', 'individual', 'travel', 'dietary', 'behavior', 'impact', 'environment', 'health', 'objective', 'objective', 'identify', 'describe', 'features', 'rate', 'quality', 'existing', 'smartphone', 'apps', 'capture', 'personal', 'travel', 'dietary', 'behavior', 'simultaneously', 'estimate', 'carbon', 'cost', 'potential', 'health', 'consequences', 'actions', 'methods', 'google', 'play', 'apple', 'app', 'stores', 'searched', 'october', 'november', '2015', 'secondary', 'google', 'search', 'using', 'apps', 'filter', 'conducted', 'august', 'september', '2016', 'eligible', 'apps', 'required', 'estimate', 'carbon', 'cost', 'personal', 'behaviors', 'potential', 'include', 'features', 'maximize', 'health_outcomes', 'quality', 'included', 'apps', 'assessed', 'researchers', 'using', 'mobile', 'application', 'rating', 'scale', 'mars', '7213', 'apps', 'identified', 'rated', 'multiple', 'travelrelated', 'apps', 'identified', 'however', 'apps', 'solely', 'focused', 'carbon', 'impact', 'health', 'consequences', 'dietary', 'behavior', 'none', 'rated', 'apps', 'provided', 'sufficient', 'information', 'health', 'consequences', 'travel', 'dietary', 'behavior', 'apps', 'included', 'features', 'maximize', 'participant', 'engagement', 'encourage', 'behavior', 'change', 'towards', 'reduced', 'greenhouse_gas', 'emissions', 'apps', 'rated', 'acceptable', 'quality', 'determined', 'mars', 'poor', 'quality', 'apps', 'good', 'quality', 'interrater', 'reliability', 'evaluators', 'excellent', 'icc094', '087097', 'conclusions', 'existing', 'apps', 'capturing', 'travel', 'dietary', 'behavior', 'health', 'environmental', 'impact', 'mixed', 'quality', 'apps', 'include', 'desirable', 'features', 'provide', 'sufficient', 'health', 'information', 'needed', 'determine', 'potential', 'smartphone', 'apps', 'evoke', 'behavior', 'change', 'resulting', 'climate_change', 'health_cobenefits']",background climate_change burden noncommunicable_diseases major global challenges opportunities exist investigate health climate_change cobenefits shift motorized active_transport walking_cycling shift dietary patterns away globalized diet reduced consumption meat energy dense foods given ubiquitous use proliferation smartphone apps opportunity exists use technology capture individual travel dietary behavior impact environment health objective objective identify describe features rate quality existing smartphone apps capture personal travel dietary behavior simultaneously estimate carbon cost potential health consequences actions methods google play apple app stores searched october november 2015 secondary google search using apps filter conducted august september 2016 eligible apps required estimate carbon cost personal behaviors potential include features maximize health_outcomes quality included apps assessed researchers using mobile application rating scale mars 7213 apps identified rated multiple travelrelated apps identified however apps solely focused carbon impact health consequences dietary behavior none rated apps provided sufficient information health consequences travel dietary behavior apps included features maximize participant engagement encourage behavior change towards reduced greenhouse_gas emissions apps rated acceptable quality determined mars poor quality apps good quality interrater reliability evaluators excellent icc094 087097 conclusions existing apps capturing travel dietary behavior health environmental impact mixed quality apps include desirable features provide sufficient health information needed determine potential smartphone apps evoke behavior change resulting climate_change health_cobenefits,academic
